"행정구역","2026년08월_계_총인구수","2026년08월_계_연령구간인구수","2026년08월_계_0~4세","2026년08월_계_5~9세","2026년08월_계_10~14세","2026년08월_계_15~19세","2026년08월_계_20~24세","2026년08월_계_25~29세","2026년08월_계_30~34세","2026년08월_계_35~39세","2026년08월_계_40~44세","2026년08월_계_45~49세","2026년08월_계_50~54세","2026년08월_계_55~59세","2026년08월_계_60~64세","2026년08월_계_65~69세","2026년08월_계_70~74세","2026년08월_계_75~79세","2026년08월_계_80~84세","2026년08월_계_85~89세","2026년08월_계_90~94세","2026년08월_계_95~99세","2026년08월_계_100세 이상","2026년08월_남_총인구수","2026년08월_남_연령구간인구수","2026년08월_남_0~4세","2026년08월_남_5~9세","2026년08월_남_10~14세","2026년08월_남_15~19세","2026년08월_남_20~24세","2026년08월_남_25~29세","2026년08월_남_30~34세","2026년08월_남_35~39세","2026년08월_남_40~44세","2026년08월_남_45~49세","2026년08월_남_50~54세","2026년08월_남_55~59세","2026년08월_남_60~64세","2026년08월_남_65~69세","2026년08월_남_70~74세","2026년08월_남_75~79세","2026년08월_남_80~84세","2026년08월_남_85~89세","2026년08월_남_90~94세","2026년08월_남_95~99세","2026년08월_남_100세 이상","2026년08월_여_총인구수","2026년08월_여_연령구간인구수","2026년08월_여_0~4세","2026년08월_여_5~9세","2026년08월_여_10~14세","2026년08월_여_15~19세","2026년08월_여_20~24세","2026년08월_여_25~29세","2026년08월_여_30~34세","2026년08월_여_35~39세","2026년08월_여_40~44세","2026년08월_여_45~49세","2026년08월_여_50~54세","2026년08월_여_55~59세","2026년08월_여_60~64세","2026년08월_여_65~69세","2026년08월_여_70~74세","2026년08월_여_75~79세","2026년08월_여_80~84세","2026년08월_여_85~89세","2026년08월_여_90~94세","2026년08월_여_95~99세","2026년08월_여_100세 이상"
"전북특별자치도 전주시 (5211000000)","618,908","618,908","14,105","20,920","31,610","33,745","34,674","39,325","39,281","34,952","41,574","48,384","52,914","53,846","45,705","43,560","30,771","23,784","15,724","9,387","3,745","809","93","303,444","303,444","7,154","10,740","16,129","17,339","18,306","20,639","20,703","17,906","20,584","23,709","25,832","26,656","22,084","20,306","14,114","10,378","6,357","3,297","1,037","163","11","315,464","315,464","6,951","10,180","15,481","16,406","16,368","18,686","18,578","17,046","20,990","24,675","27,082","27,190","23,621","23,254","16,657","13,406","9,367","6,090","2,708","646","82"
"전북특별자치도 전주시 완산구 (5211100000)","312,490","312,490","5,924","9,244","14,445","16,253","17,031","20,434","19,900","16,443","19,482","23,182","26,877","28,531","24,834","23,917","17,039","12,938","8,402","5,008","2,083","469","54","151,342","151,342","3,028","4,756","7,414","8,337","8,982","10,555","10,484","8,455","9,575","11,199","12,740","13,835","11,797","10,976","7,818","5,675","3,353","1,725","548","84","6","161,148","161,148","2,896","4,488","7,031","7,916","8,049","9,879","9,416","7,988","9,907","11,983","14,137","14,696","13,037","12,941","9,221","7,263","5,049","3,283","1,535","385","48"
"전북특별자치도 전주시 덕진구 (5211300000)","306,418","306,418","8,181","11,676","17,165","17,492","17,643","18,891","19,381","18,509","22,092","25,202","26,037","25,315","20,871","19,643","13,732","10,846","7,322","4,379","1,662","340","39","152,102","152,102","4,126","5,984","8,715","9,002","9,324","10,084","10,219","9,451","11,009","12,510","13,092","12,821","10,287","9,330","6,296","4,703","3,004","1,572","489","79","5","154,316","154,316","4,055","5,692","8,450","8,490","8,319","8,807","9,162","9,058","11,083","12,692","12,945","12,494","10,584","10,313","7,436","6,143","4,318","2,807","1,173","261","34"
"전북특별자치도 군산시 (5213000000)","255,517","255,517","5,488","7,799","12,347","12,608","10,743","12,655","13,418","12,515","17,003","20,207","22,422","23,098","20,512","21,673","15,765","12,272","8,037","4,613","1,892","395","55","129,690","129,690","2,763","3,930","6,318","6,530","5,987","7,140","7,385","6,565","8,752","10,638","11,752","12,189","10,701","10,560","7,581","5,584","3,215","1,533","510","53","4","125,827","125,827","2,725","3,869","6,029","6,078","4,756","5,515","6,033","5,950","8,251","9,569","10,670","10,909","9,811","11,113","8,184","6,688","4,822","3,080","1,382","342","51"
"전북특별자치도 익산시 (5214000000)","266,639","266,639","5,256","7,143","11,210","13,163","13,489","14,535","14,990","12,552","15,194","18,514","22,218","24,824","22,925","23,614","16,838","12,867","8,879","5,491","2,358","524","55","132,589","132,589","2,644","3,624","5,795","6,660","7,211","7,984","8,081","6,702","7,741","9,461","11,266","12,525","11,648","11,564","7,998","5,862","3,503","1,656","569","90","5","134,050","134,050","2,612","3,519","5,415","6,503","6,278","6,551","6,909","5,850","7,453","9,053","10,952","12,299","11,277","12,050","8,840","7,005","5,376","3,835","1,789","434","50"
"전북특별자치도 정읍시 (5218000000)","100,580","100,580","1,688","2,358","3,636","4,340","3,675","4,195","4,180","3,810","4,801","6,464","8,149","9,508","9,344","10,117","7,350","6,419","4,977","3,572","1,632","327","38","50,293","50,293","890","1,220","1,885","2,284","2,141","2,290","2,262","2,030","2,507","3,320","4,325","5,145","5,013","5,228","3,413","2,915","1,824","1,160","378","58","5","50,287","50,287","798","1,138","1,751","2,056","1,534","1,905","1,918","1,780","2,294","3,144","3,824","4,363","4,331","4,889","3,937","3,504","3,153","2,412","1,254","269","33"
"전북특별자치도 남원시 (5219000000)","73,604","73,604","1,291","1,818","2,682","3,182","2,498","2,756","2,777","2,641","3,397","4,485","5,966","7,102","6,802","7,473","5,807","4,910","3,672","2,777","1,241","284","43","36,214","36,214","644","951","1,415","1,695","1,425","1,500","1,494","1,357","1,730","2,236","3,103","3,750","3,645","3,743","2,833","2,176","1,307","879","274","51","6","37,390","37,390","647","867","1,267","1,487","1,073","1,256","1,283","1,284","1,667","2,249","2,863","3,352","3,157","3,730","2,974","2,734","2,365","1,898","967","233","37"
"전북특별자치도 김제시 (5221000000)","81,585","81,585","1,916","1,589","2,469","3,033","2,765","3,324","3,777","3,237","3,841","4,652","5,947","7,180","7,714","8,716","6,555","5,676","4,266","3,039","1,518","331","40","40,946","40,946","971","815","1,310","1,533","1,517","1,895","1,989","1,704","2,066","2,585","3,313","4,018","4,130","4,461","3,212","2,554","1,582","882","341","60","8","40,639","40,639","945","774","1,159","1,500","1,248","1,429","1,788","1,533","1,775","2,067","2,634","3,162","3,584","4,255","3,343","3,122","2,684","2,157","1,177","271","32"
"전북특별자치도 완주군 (5271000000)","100,642","100,642","2,708","2,889","4,263","4,402","3,831","4,714","6,143","5,297","6,057","6,935","7,900","8,948","8,777","9,058","6,598","4,925","3,503","2,357","1,056","247","34","51,729","51,729","1,429","1,447","2,160","2,321","2,170","2,603","3,212","2,757","3,162","3,627","4,323","4,838","4,756","4,699","3,397","2,397","1,385","739","266","38","3","48,913","48,913","1,279","1,442","2,103","2,081","1,661","2,111","2,931","2,540","2,895","3,308","3,577","4,110","4,021","4,359","3,201","2,528","2,118","1,618","790","209","31"
"전북특별자치도 진안군 (5272000000)","24,930","24,930","401","430","612","855","801","800","766","671","906","1,172","1,690","2,397","2,814","3,220","2,300","1,904","1,472","1,119","481","99","20","12,742","12,742","210","229","277","464","449","451","383","332","446","673","963","1,336","1,546","1,787","1,194","907","603","349","123","18","2","12,188","12,188","191","201","335","391","352","349","383","339","460","499","727","1,061","1,268","1,433","1,106","997","869","770","358","81","18"
"전북특별자치도 무주군 (5273000000)","23,455","23,455","284","390","688","951","769","762","845","702","964","1,277","1,729","2,219","2,459","2,790","2,101","1,551","1,348","1,072","459","78","17","11,842","11,842","141","193","384","470","405","443","461","381","528","685","989","1,232","1,329","1,490","1,062","681","490","341","122","12","3","11,613","11,613","143","197","304","481","364","319","384","321","436","592","740","987","1,130","1,300","1,039","870","858","731","337","66","14"
"전북특별자치도 장수군 (5274000000)","21,184","21,184","307","373","605","816","644","702","640","634","836","1,163","1,455","1,980","2,217","2,539","2,024","1,571","1,203","938","448","78","11","10,711","10,711","146","203","317","423","360","392","354","306","457","682","812","1,096","1,249","1,312","1,016","754","436","259","120","14","3","10,473","10,473","161","170","288","393","284","310","286","328","379","481","643","884","968","1,227","1,008","817","767","679","328","64","8"
"전북특별자치도 임실군 (5275000000)","25,290","25,290","440","489","623","732","634","777","861","762","959","1,213","1,552","2,338","2,685","3,107","2,327","2,093","1,632","1,348","571","129","18","13,136","13,136","229","259","324","403","375","456","461","416","528","736","915","1,327","1,538","1,736","1,251","955","629","419","147","30","2","12,154","12,154","211","230","299","329","259","321","400","346","431","477","637","1,011","1,147","1,371","1,076","1,138","1,003","929","424","99","16"
"전북특별자치도 순창군 (5277000000)","27,654","27,654","408","619","862","1,123","1,062","933","852","845","1,179","1,580","2,088","2,526","2,707","3,154","2,247","1,888","1,666","1,276","519","106","14","13,739","13,739","210","312","468","568","584","521","448","414","594","826","1,182","1,424","1,460","1,703","1,100","845","561","368","132","18","1","13,915","13,915","198","307","394","555","478","412","404","431","585","754","906","1,102","1,247","1,451","1,147","1,043","1,105","908","387","88","13"
"전북특별자치도 고창군 (5279000000)","50,025","50,025","694","975","1,528","2,313","1,395","1,553","1,570","1,568","2,062","2,614","3,482","4,520","4,785","5,799","4,362","3,973","3,278","2,322","1,003","195","34","25,170","25,170","339","525","823","1,360","787","939","844","803","1,125","1,435","1,991","2,545","2,605","2,941","2,097","1,828","1,238","702","218","22","3","24,855","24,855","355","450","705","953","608","614","726","765","937","1,179","1,491","1,975","2,180","2,858","2,265","2,145","2,040","1,620","785","173","31"
"전북특별자치도 부안군 (5280000000)","46,952","46,952","670","860","1,454","1,608","1,447","1,447","1,471","1,493","2,008","2,653","3,455","4,280","4,771","5,524","4,173","3,750","2,858","2,002","849","167","12","23,551","23,551","353","468","771","834","846","847","817","812","1,050","1,459","1,931","2,389","2,601","2,768","2,032","1,686","1,053","626","178","29","1","23,401","23,401","317","392","683","774","601","600","654","681","958","1,194","1,524","1,891","2,170","2,756","2,141","2,064","1,805","1,376","671","138","11"
"경상북도  (4700000000)","2,492,677","2,492,677","51,941","70,461","104,036","110,035","96,656","115,101","128,335","122,574","150,841","175,980","199,077","228,762","226,677","238,011","177,063","122,153","85,404","59,765","24,452","4,764","589","1,262,786","1,262,786","26,770","36,151","53,860","58,053","54,980","66,400","72,418","66,500","78,836","92,179","103,317","118,268","117,085","119,517","84,905","56,075","32,537","18,350","5,723","779","83","1,229,891","1,229,891","25,171","34,310","50,176","51,982","41,676","48,701","55,917","56,074","72,005","83,801","95,760","110,494","109,592","118,494","92,158","66,078","52,867","41,415","18,729","3,985","506"
"경상북도 포항시 (4711000000)","486,930","486,930","11,716","15,602","23,454","22,455","17,218","24,770","28,521","26,127","32,574","36,990","39,158","44,092","42,425","44,836","33,283","20,595","12,481","7,369","2,658","545","61","246,593","246,593","6,112","8,070","12,215","11,729","9,947","14,266","16,364","14,148","16,730","18,922","19,591","22,172","21,017","21,427","16,040","9,720","5,043","2,395","588","88","9","240,337","240,337","5,604","7,532","11,239","10,726","7,271","10,504","12,157","11,979","15,844","18,068","19,567","21,920","21,408","23,409","17,243","10,875","7,438","4,974","2,070","457","52"
"경상북도 포항시 남구 (4711100000)","211,051","211,051","3,941","6,257","10,215","9,671","7,606","11,255","11,241","10,308","13,969","16,480","17,210","19,344","18,366","20,046","15,338","9,517","5,712","3,217","1,112","223","23","109,393","109,393","2,072","3,237","5,295","5,102","4,533","6,882","6,799","5,664","7,276","8,727","8,973","10,213","9,339","9,631","7,438","4,511","2,366","1,061","241","31","2","101,658","101,658","1,869","3,020","4,920","4,569","3,073","4,373","4,442","4,644","6,693","7,753","8,237","9,131","9,027","10,415","7,900","5,006","3,346","2,156","871","192","21"
"경상북도 포항시 북구 (4711300000)","275,879","275,879","7,775","9,345","13,239","12,784","9,612","13,515","17,280","15,819","18,605","20,510","21,948","24,748","24,059","24,790","17,945","11,078","6,769","4,152","1,546","322","38","137,200","137,200","4,040","4,833","6,920","6,627","5,414","7,384","9,565","8,484","9,454","10,195","10,618","11,959","11,678","11,796","8,602","5,209","2,677","1,334","347","57","7","138,679","138,679","3,735","4,512","6,319","6,157","4,198","6,131","7,715","7,335","9,151","10,315","11,330","12,789","12,381","12,994","9,343","5,869","4,092","2,818","1,199","265","31"
"경상북도 경주시 (4713000000)","242,512","242,512","4,810","6,205","8,902","9,593","8,722","10,796","11,869","11,230","13,303","16,254","20,206","23,897","23,978","24,184","18,079","12,841","8,921","5,847","2,393","434","48","121,510","121,510","2,496","3,192","4,544","5,049","4,914","6,038","6,650","6,040","6,933","8,546","10,326","12,269","12,332","12,077","8,524","5,821","3,431","1,709","542","66","11","121,002","121,002","2,314","3,013","4,358","4,544","3,808","4,758","5,219","5,190","6,370","7,708","9,880","11,628","11,646","12,107","9,555","7,020","5,490","4,138","1,851","368","37"
"경상북도 김천시 (4715000000)","132,433","132,433","2,998","3,883","5,608","6,328","4,507","5,529","6,576","6,263","7,709","9,125","10,011","11,920","11,990","12,875","9,908","6,840","4,766","3,679","1,550","332","36","66,801","66,801","1,551","2,028","2,900","3,589","2,576","3,142","3,680","3,357","3,973","4,832","5,187","6,144","6,204","6,520","4,673","3,117","1,779","1,096","379","71","3","65,632","65,632","1,447","1,855","2,708","2,739","1,931","2,387","2,896","2,906","3,736","4,293","4,824","5,776","5,786","6,355","5,235","3,723","2,987","2,583","1,171","261","33"
"경상북도 안동시 (4717000000)","151,343","151,343","2,948","3,996","5,933","7,013","7,533","7,208","7,382","6,584","8,089","9,904","11,841","13,248","12,830","14,742","11,352","8,113","6,180","4,308","1,736","353","50","75,058","75,058","1,529","2,076","3,115","3,695","4,075","3,864","4,102","3,487","4,087","5,066","6,184","6,838","6,481","7,303","5,183","3,740","2,361","1,379","418","67","8","76,285","76,285","1,419","1,920","2,818","3,318","3,458","3,344","3,280","3,097","4,002","4,838","5,657","6,410","6,349","7,439","6,169","4,373","3,819","2,929","1,318","286","42"
"경상북도 구미시 (4719000000)","402,596","402,596","10,445","15,706","22,701","21,999","18,449","23,851","28,847","28,103","33,643","35,652","35,029","36,708","30,624","25,550","15,249","8,733","5,576","3,718","1,638","326","49","208,387","208,387","5,336","8,025","11,704","11,619","10,839","14,164","16,014","15,353","17,563","18,354","17,351","18,211","15,866","13,028","7,453","3,964","2,051","1,064","363","60","5","194,209","194,209","5,109","7,681","10,997","10,380","7,610","9,687","12,833","12,750","16,080","17,298","17,678","18,497","14,758","12,522","7,796","4,769","3,525","2,654","1,275","266","44"
"경상북도 영주시 (4721000000)","96,237","96,237","1,611","2,298","3,639","4,766","3,606","3,867","3,751","3,628","4,622","6,025","7,525","8,788","8,701","10,206","8,332","5,911","4,291","3,115","1,254","266","35","47,888","47,888","812","1,189","1,904","2,624","2,102","2,237","2,105","2,009","2,363","3,102","3,889","4,592","4,424","4,962","3,816","2,694","1,652","1,030","324","53","5","48,349","48,349","799","1,109","1,735","2,142","1,504","1,630","1,646","1,619","2,259","2,923","3,636","4,196","4,277","5,244","4,516","3,217","2,639","2,085","930","213","30"
"경상북도 영천시 (4723000000)","93,605","93,605","1,858","2,068","2,707","3,252","2,545","3,259","3,822","3,729","4,540","5,216","7,032","8,959","9,820","10,802","8,529","6,465","4,536","3,028","1,216","210","12","47,848","47,848","957","1,070","1,396","1,751","1,489","1,932","2,168","1,947","2,516","2,892","3,893","4,780","5,280","5,584","4,167","3,038","1,709","956","290","31","2","45,757","45,757","901","998","1,311","1,501","1,056","1,327","1,654","1,782","2,024","2,324","3,139","4,179","4,540","5,218","4,362","3,427","2,827","2,072","926","179","10"
"경상북도 상주시 (4725000000)","88,920","88,920","1,388","1,848","2,976","3,784","2,710","2,950","2,824","2,991","4,011","4,911","6,357","7,834","9,014","10,641","8,256","6,170","4,639","3,683","1,572","313","48","44,047","44,047","735","942","1,605","2,043","1,611","1,661","1,593","1,576","2,136","2,635","3,342","4,191","4,727","5,384","3,927","2,777","1,690","1,040","391","36","5","44,873","44,873","653","906","1,371","1,741","1,099","1,289","1,231","1,415","1,875","2,276","3,015","3,643","4,287","5,257","4,329","3,393","2,949","2,643","1,181","277","43"
"경상북도 문경시 (4728000000)","64,657","64,657","928","1,406","2,199","2,563","1,934","2,309","2,168","2,176","2,968","3,702","4,730","5,754","6,482","7,620","6,117","4,495","3,368","2,517","998","195","28","31,838","31,838","486","717","1,149","1,369","1,103","1,308","1,203","1,170","1,530","1,952","2,532","3,025","3,337","3,818","2,894","2,008","1,236","776","193","29","3","32,819","32,819","442","689","1,050","1,194","831","1,001","965","1,006","1,438","1,750","2,198","2,729","3,145","3,802","3,223","2,487","2,132","1,741","805","166","25"
"경상북도 경산시 (4729000000)","263,020","263,020","6,003","7,626","11,131","12,041","17,252","15,603","15,785","14,387","16,494","19,275","21,885","23,731","21,546","20,951","14,968","10,792","7,007","4,486","1,727","301","29","132,042","132,042","3,040","3,855","5,630","6,044","9,111","8,911","8,756","7,865","8,645","9,891","11,059","11,755","10,788","10,252","6,968","4,769","2,804","1,437","407","47","8","130,978","130,978","2,963","3,771","5,501","5,997","8,141","6,692","7,029","6,522","7,849","9,384","10,826","11,976","10,758","10,699","8,000","6,023","4,203","3,049","1,320","254","21"
"경상북도 의성군 (4773000000)","47,879","47,879","643","613","860","1,157","831","1,031","1,249","1,324","1,666","2,043","2,783","4,129","5,454","6,866","5,734","4,205","3,375","2,585","1,111","200","20","24,107","24,107","338","328","438","682","501","585","714","766","945","1,192","1,648","2,342","2,914","3,622","2,812","1,912","1,272","779","283","32","2","23,772","23,772","305","285","422","475","330","446","535","558","721","851","1,135","1,787","2,540","3,244","2,922","2,293","2,103","1,806","828","168","18"
"경상북도 청송군 (4775000000)","24,560","24,560","335","377","473","542","511","787","853","779","927","1,138","1,589","2,350","2,896","3,252","2,605","1,918","1,541","1,136","446","92","13","12,480","12,480","175","187","241","274","286","458","553","470","529","673","915","1,283","1,562","1,653","1,277","911","554","351","115","12","1","12,080","12,080","160","190","232","268","225","329","300","309","398","465","674","1,067","1,334","1,599","1,328","1,007","987","785","331","80","12"
"경상북도 영양군 (4776000000)","15,956","15,956","146","254","388","482","399","482","477","468","574","774","1,057","1,522","1,866","2,087","1,619","1,179","1,033","781","284","70","14","8,061","8,061","65","142","216","249","227","273","283","249","320","449","620","891","1,007","1,071","789","540","360","239","59","12","0","7,895","7,895","81","112","172","233","172","209","194","219","254","325","437","631","859","1,016","830","639","673","542","225","58","14"
"경상북도 영덕군 (4777000000)","32,511","32,511","388","500","805","883","694","810","941","858","1,272","1,614","2,179","3,020","3,561","4,111","3,441","2,684","2,283","1,663","657","135","12","15,674","15,674","205","225","423","466","412","450","547","451","663","850","1,219","1,682","1,877","2,028","1,609","1,156","769","478","142","21","1","16,837","16,837","183","275","382","417","282","360","394","407","609","764","960","1,338","1,684","2,083","1,832","1,528","1,514","1,185","515","114","11"
"경상북도 청도군 (4782000000)","39,988","39,988","506","487","845","1,105","751","872","996","1,088","1,455","1,999","2,562","3,591","4,627","5,754","4,657","3,541","2,326","1,835","819","153","19","20,056","20,056","251","248","443","561","424","498","565","598","775","1,107","1,452","1,919","2,513","3,033","2,315","1,677","904","562","190","18","3","19,932","19,932","255","239","402","544","327","374","431","490","680","892","1,110","1,672","2,114","2,721","2,342","1,864","1,422","1,273","629","135","16"
"경상북도 고령군 (4783000000)","29,429","29,429","378","449","721","867","727","893","925","923","1,198","1,604","2,199","2,898","3,374","3,907","2,972","2,136","1,520","1,151","489","85","13","15,242","15,242","202","232","381","462","428","534","532","492","663","891","1,251","1,654","1,854","2,085","1,552","973","571","346","120","15","4","14,187","14,187","176","217","340","405","299","359","393","431","535","713","948","1,244","1,520","1,822","1,420","1,163","949","805","369","70","9"
"경상북도 성주군 (4784000000)","40,293","40,293","602","589","855","1,072","793","1,011","1,363","1,334","1,682","2,075","2,769","3,826","5,022","5,673","4,271","3,153","1,958","1,474","641","119","11","21,144","21,144","293","289","419","568","492","588","824","774","946","1,262","1,623","2,140","2,730","3,106","2,177","1,502","796","469","128","17","1","19,149","19,149","309","300","436","504","301","423","539","560","736","813","1,146","1,686","2,292","2,567","2,094","1,651","1,162","1,005","513","102","10"
"경상북도 칠곡군 (4785000000)","103,426","103,426","1,465","2,972","5,050","5,168","3,736","4,308","4,528","4,973","7,419","9,443","10,419","10,642","9,299","8,566","5,736","3,868","2,807","1,985","859","156","27","54,519","54,519","727","1,514","2,673","2,709","2,229","2,621","2,645","2,734","4,005","5,111","5,647","5,754","5,112","4,547","2,835","1,818","1,006","589","213","24","6","48,907","48,907","738","1,458","2,377","2,459","1,507","1,687","1,883","2,239","3,414","4,332","4,772","4,888","4,187","4,019","2,901","2,050","1,801","1,396","646","132","21"
"경상북도 예천군 (4790000000)","53,275","53,275","1,449","1,953","2,463","2,219","1,392","1,700","2,224","2,617","3,093","3,525","3,532","3,812","4,381","5,347","4,514","3,240","2,527","2,125","960","183","19","26,393","26,393","740","979","1,255","1,150","837","934","1,158","1,312","1,536","1,827","1,968","2,064","2,252","2,788","2,200","1,474","977","679","237","25","1","26,882","26,882","709","974","1,208","1,069","555","766","1,066","1,305","1,557","1,698","1,564","1,748","2,129","2,559","2,314","1,766","1,550","1,446","723","158","18"
"경상북도 봉화군 (4792000000)","28,041","28,041","276","421","670","935","608","633","661","673","973","1,283","1,801","2,617","3,350","3,964","3,093","2,230","1,694","1,399","627","110","23","14,358","14,358","149","220","363","459","372","374","400","373","529","733","1,094","1,446","1,824","2,098","1,601","1,062","632","445","156","26","2","13,683","13,683","127","201","307","476","236","259","261","300","444","550","707","1,171","1,526","1,866","1,492","1,168","1,062","954","471","84","21"
"경상북도 울진군 (4793000000)","46,319","46,319","940","1,069","1,454","1,604","1,508","2,055","2,157","1,939","2,154","2,839","3,599","4,497","4,475","4,996","3,669","2,539","2,231","1,683","727","165","19","23,797","23,797","518","556","745","858","861","1,294","1,290","1,087","1,158","1,530","2,025","2,534","2,435","2,550","1,740","1,163","807","462","157","25","2","22,522","22,522","422","513","709","746","647","761","867","852","996","1,309","1,574","1,963","2,040","2,446","1,929","1,376","1,424","1,221","570","140","17"
"경상북도 울릉군 (4794000000)","8,747","8,747","108","139","202","207","230","377","416","380","475","589","814","927","962","1,081","679","505","344","198","90","21","3","4,943","4,943","53","67","101","103","144","268","272","242","291","362","501","582","549","581","353","239","133","69","28","4","1","3,804","3,804","55","72","101","104","86","109","144","138","184","227","313","345","413","500","326","266","211","129","62","17","2"
"경상남도  (4800000000)","3,191,645","3,191,645","69,922","100,276","153,031","158,459","125,985","152,276","173,104","168,008","213,668","253,547","272,639","300,591","273,764","279,838","194,584","130,700","86,588","57,303","22,340","4,500","522","1,609,943","1,609,943","35,860","51,730","78,829","82,567","71,283","85,875","94,757","88,811","110,290","130,633","139,886","152,724","139,589","138,840","93,352","59,142","33,223","17,078","4,787","632","55","1,581,702","1,581,702","34,062","48,546","74,202","75,892","54,702","66,401","78,347","79,197","103,378","122,914","132,753","147,867","134,175","140,998","101,232","71,558","53,365","40,225","17,553","3,868","467"
"경상남도 창원시 (4812000000)","985,013","985,013","23,221","31,817","47,213","47,267","40,293","53,827","60,926","57,822","68,869","79,702","82,722","91,803","84,543","83,557","56,840","35,468","21,096","12,504","4,560","878","85","498,147","498,147","11,795","16,350","24,366","24,562","22,753","30,761","33,611","30,801","35,783","41,036","41,700","45,130","41,780","40,781","27,038","16,152","8,569","4,015","1,037","119","8","486,866","486,866","11,426","15,467","22,847","22,705","17,540","23,066","27,315","27,021","33,086","38,666","41,022","46,673","42,763","42,776","29,802","19,316","12,527","8,489","3,523","759","77"
"경상남도 창원시 의창구 (4812100000)","209,833","209,833","5,142","6,801","9,697","9,445","8,619","12,125","13,758","12,466","14,596","16,065","17,198","20,501","19,484","18,232","11,673","6,776","3,844","2,315","894","183","19","106,673","106,673","2,638","3,481","4,901","4,957","4,866","6,906","7,541","6,680","7,578","8,273","8,679","9,818","9,770","9,163","5,700","3,245","1,561","700","189","24","3","103,160","103,160","2,504","3,320","4,796","4,488","3,753","5,219","6,217","5,786","7,018","7,792","8,519","10,683","9,714","9,069","5,973","3,531","2,283","1,615","705","159","16"
"경상남도 창원시 성산구 (4812300000)","244,872","244,872","6,942","8,635","11,793","11,891","10,345","16,647","18,757","17,529","17,449","19,127","20,739","24,572","22,383","18,531","9,591","4,980","2,604","1,592","624","128","13","124,890","124,890","3,504","4,401","6,089","6,211","5,867","9,620","10,366","9,378","9,011","9,574","9,736","11,481","11,000","9,638","4,859","2,444","1,078","484","133","16","0","119,982","119,982","3,438","4,234","5,704","5,680","4,478","7,027","8,391","8,151","8,438","9,553","11,003","13,091","11,383","8,893","4,732","2,536","1,526","1,108","491","112","13"
"경상남도 창원시 마산합포구 (4812500000)","174,168","174,168","3,787","5,191","7,941","7,347","6,691","7,658","9,078","9,054","11,901","13,526","13,133","14,816","14,323","16,836","13,248","9,019","5,730","3,386","1,231","250","22","86,111","86,111","1,905","2,699","4,085","3,792","3,701","4,288","4,836","4,729","6,195","7,176","6,800","7,433","6,939","7,831","6,057","3,992","2,241","1,083","297","31","1","88,057","88,057","1,882","2,492","3,856","3,555","2,990","3,370","4,242","4,325","5,706","6,350","6,333","7,383","7,384","9,005","7,191","5,027","3,489","2,303","934","219","21"
"경상남도 창원시 마산회원구 (4812700000)","173,677","173,677","3,264","4,791","7,517","8,285","6,952","8,167","9,097","8,781","10,923","13,670","14,704","16,653","15,387","16,365","12,360","8,275","4,786","2,679","861","147","13","86,370","86,370","1,670","2,455","3,915","4,331","3,818","4,532","4,914","4,680","5,693","7,001","7,425","8,299","7,524","7,645","5,689","3,609","2,029","923","195","21","2","87,307","87,307","1,594","2,336","3,602","3,954","3,134","3,635","4,183","4,101","5,230","6,669","7,279","8,354","7,863","8,720","6,671","4,666","2,757","1,756","666","126","11"
"경상남도 창원시 진해구 (4812900000)","182,463","182,463","4,086","6,399","10,265","10,299","7,686","9,230","10,236","9,992","14,000","17,314","16,948","15,261","12,966","13,593","9,968","6,418","4,132","2,532","950","170","18","94,103","94,103","2,078","3,314","5,376","5,271","4,501","5,415","5,954","5,334","7,306","9,012","9,060","8,099","6,547","6,504","4,733","2,862","1,660","825","223","27","2","88,360","88,360","2,008","3,085","4,889","5,028","3,185","3,815","4,282","4,658","6,694","8,302","7,888","7,162","6,419","7,089","5,235","3,556","2,472","1,707","727","143","16"
"경상남도 진주시 (4817000000)","334,017","334,017","8,715","11,017","16,183","16,979","18,067","18,811","20,217","18,632","21,627","24,628","27,145","29,482","25,364","26,951","19,053","13,503","9,119","5,758","2,263","448","55","165,038","165,038","4,475","5,714","8,377","8,877","9,996","10,398","10,827","9,758","10,749","12,194","13,495","14,505","12,475","12,733","8,760","5,886","3,552","1,719","473","71","4","168,979","168,979","4,240","5,303","7,806","8,102","8,071","8,413","9,390","8,874","10,878","12,434","13,650","14,977","12,889","14,218","10,293","7,617","5,567","4,039","1,790","377","51"
"경상남도 통영시 (4822000000)","115,975","115,975","1,636","2,870","5,577","6,465","4,430","4,028","4,069","4,585","7,256","9,762","10,534","11,105","10,421","11,825","8,563","5,993","3,682","2,213","790","156","15","58,302","58,302","864","1,438","2,831","3,321","2,542","2,301","2,178","2,354","3,702","5,119","5,744","5,843","5,233","5,740","4,045","2,765","1,426","661","175","17","3","57,673","57,673","772","1,432","2,746","3,144","1,888","1,727","1,891","2,231","3,554","4,643","4,790","5,262","5,188","6,085","4,518","3,228","2,256","1,552","615","139","12"
